STRASSE,ADRESS_ID,STRASSE_HS,PLZ,STADTTEIL,WL_2024
Thann,"331440009",Thann 9,"94036",Heining,C
Thann,"331440007",Thann 7,"94036",Heining,C
Thann,"331440011",Thann 11,"94036",Heining,C
Thann,"331440013",Thann 13,"94036",Heining,C
Thann,"331440008",Thann 8,"94036",Heining,C
Hans-Hösl-Straße,"331450001",Hans-Hösl-Straße 1,"94036",Heining,C
Thann,"331440005",Thann 5,"94036",Heining,C
Thann,"331440003",Thann 3,"94036",Heining,C
Thann,"331440001",Thann 1,"94036",Heining,C
Gustav-Haydn-Straße,"304770011",Gustav-Haydn-Straße 11,"94036",Heining,C
Max-Peinkofer-Straße,"330910024",Max-Peinkofer-Straße 24,"94036",Neustift,C
Max-Peinkofer-Straße,"330910018",Max-Peinkofer-Straße 18,"94036",Neustift,C
Hans-Hösl-Straße,"331450028",Hans-Hösl-Straße 28,"94036",Heining,C
Hans-Hösl-Straße,"331450030",Hans-Hösl-Straße 30,"94036",Heining,C
Hans-Hösl-Straße,"331450026",Hans-Hösl-Straße 26,"94036",Heining,C
Hans-Hösl-Straße,"331450022",Hans-Hösl-Straße 22,"94036",Heining,C
Hans-Hösl-Straße,"331450024",Hans-Hösl-Straße 24,"94036",Heining,C
Hunostraße,"305120032",Hunostraße 32,"94036",Heining,C
Schaldinger Straße,307080010A,Schaldinger Straße 10A,"94036",Schalding r.d.D.,C
Hans-Hösl-Straße,"331450041",Hans-Hösl-Straße 41,"94036",Heining,C
Hans-Hösl-Straße,"331450035",Hans-Hösl-Straße 35,"94036",Heining,C
Hans-Hösl-Straße,"331450039",Hans-Hösl-Straße 39,"94036",Heining,C
Hans-Hösl-Straße,"331450051",Hans-Hösl-Straße 51,"94036",Heining,C
Hans-Hösl-Straße,"331450049",Hans-Hösl-Straße 49,"94036",Heining,C
Hans-Hösl-Straße,"331450047",Hans-Hösl-Straße 47,"94036",Heining,C
Hans-Hösl-Straße,"331450043",Hans-Hösl-Straße 43,"94036",Heining,C
Hans-Hösl-Straße,"331450045",Hans-Hösl-Straße 45,"94036",Heining,C
Hans-Hösl-Straße,"331450029",Hans-Hösl-Straße 29,"94036",Heining,C
Hans-Hösl-Straße,"331450031",Hans-Hösl-Straße 31,"94036",Heining,C
Hans-Hösl-Straße,"331450033",Hans-Hösl-Straße 33,"94036",Heining,C
Hans-Hösl-Straße,"331450027",Hans-Hösl-Straße 27,"94036",Heining,C
Hans-Hösl-Straße,"331450003",Hans-Hösl-Straße 3,"94036",Heining,C
Hans-Hösl-Straße,"331450004",Hans-Hösl-Straße 4,"94036",Heining,C
Hans-Hösl-Straße,"331450005",Hans-Hösl-Straße 5,"94036",Heining,C
Hans-Hösl-Straße,"331450007",Hans-Hösl-Straße 7,"94036",Heining,C
Hans-Hösl-Straße,"331450008",Hans-Hösl-Straße 8,"94036",Heining,C
Hans-Hösl-Straße,"331450009",Hans-Hösl-Straße 9,"94036",Heining,C
Hans-Hösl-Straße,"331450010",Hans-Hösl-Straße 10,"94036",Heining,C
Hans-Hösl-Straße,"331450012",Hans-Hösl-Straße 12,"94036",Heining,C
Hans-Hösl-Straße,"331450011",Hans-Hösl-Straße 11,"94036",Heining,C
Hans-Hösl-Straße,"331450020",Hans-Hösl-Straße 20,"94036",Heining,C
Hans-Hösl-Straße,"331450018",Hans-Hösl-Straße 18,"94036",Heining,C
Hans-Hösl-Straße,"331450016",Hans-Hösl-Straße 16,"94036",Heining,C
Hans-Hösl-Straße,"331450014",Hans-Hösl-Straße 14,"94036",Heining,C
Hans-Hösl-Straße,"331450023",Hans-Hösl-Straße 23,"94036",Heining,C
Hans-Hösl-Straße,"331450025",Hans-Hösl-Straße 25,"94036",Heining,C
Hans-Hösl-Straße,"331450053",Hans-Hösl-Straße 53,"94036",Heining,C
Hans-Hösl-Straße,"331450019",Hans-Hösl-Straße 19,"94036",Heining,C
Hans-Hösl-Straße,"331450021",Hans-Hösl-Straße 21,"94036",Heining,C
Gärtnerweg,"304430032",Gärtnerweg 32,"94036",Heining,C
Industriestraße,"305140002",Industriestraße 2,"94036",Heining,C
Carossastraße,303800005C,Carossastraße 5C,"94036",Heining,C
Heininger Straße,"304890006",Heininger Straße 6,"94036",Heining,C
Gartenstraße,"304480040",Gartenstraße 40,"94036",Neustift,C
Buchenstraße,303760001A,Buchenstraße 1A,"94036",Heining,C
Fraunhoferstraße,"304330005",Fraunhoferstraße 5,"94036",Heining,C
Anzengruberstraße,"303330019",Anzengruberstraße 19,"94036",Rittsteig,C
Hans-Hösl-Straße,"331450037",Hans-Hösl-Straße 37,"94036",Heining,C
Gartenstraße,304480020A,Gartenstraße 20A,"94036",Neustift,C
Industriestraße,305140012A,Industriestraße 12A,"94036",Heining,C
Birgmeierweg,"303500006",Birgmeierweg 6,"94036",Schalding r.d.D.,C
Alte Poststraße,"303050041",Alte Poststraße 41,"94036",Neustift,C
Thann,"331440002",Thann 2,"94036",Heining,C
Hans-Hösl-Straße,"331450002",Hans-Hösl-Straße 2,"94036",Heining,C
Brandweg,"303630035",Brandweg 35,"94036",Neustift,C
Regensburger Straße,306800086B,Regensburger Straße 86B,"94036",Heining,C
Carossastraße,"303800078",Carossastraße 78,"94036",Rittsteig,C
Hans-Hösl-Straße,"331450006",Hans-Hösl-Straße 6,"94036",Heining,C
Hans-Hösl-Straße,331450033A,Hans-Hösl-Straße 33A,"94036",Heining,C
Hans-Hösl-Straße,331450027A,Hans-Hösl-Straße 27A,"94036",Heining,C
Thann,"331440010",Thann 10,"94036",Heining,C
Hans-Hösl-Straße,331450031A,Hans-Hösl-Straße 31A,"94036",Heining,C
Hermann-von-Moreau-Straße,330730007A,Hermann-von-Moreau-Straße 7A,"94036",Rittsteig,C
Hermann-von-Moreau-Straße,"330730007",Hermann-von-Moreau-Straße 7,"94036",Rittsteig,C
Eduard-Poschinger-Weg,"330480004",Eduard-Poschinger-Weg 4,"94036",Heining,C
Johann-Riederer-Straße,"330770050",Johann-Riederer-Straße 50,"94036",Neustift,C
Neustifter Straße,306350010B,Neustifter Straße 10B,"94036",Heining,C
Neustifter Straße,306350010A,Neustifter Straße 10A,"94036",Heining,C
Thann,"331440006",Thann 6,"94036",Heining,C
Feldweg,304220004A,Feldweg 4A,"94036",Neustift,C
Feldweg,"304220004",Feldweg 4,"94036",Neustift,C
Alte Poststraße,303050077B,Alte Poststraße 77B,"94036",Rittsteig,C
Fürstenzeller Straße,330600021A,Fürstenzeller Straße 21A,"94036",Neustift,C
Marbachweg,"305990013",Marbachweg 13,"94036",Neustift,C
Doblsteiner Weg,303860001B,Doblsteiner Weg 1B,"94036",Heining,C
Buchenstraße,"303760006",Buchenstraße 6,"94036",Heining,C
Anrichterstraße,"303300065",Anrichterstraße 65,"94036",Heining,C
Franz-Straßer-Straße,"330560017",Franz-Straßer-Straße 17,"94036",Neustift,C
Franz-Straßer-Straße,"330560015",Franz-Straßer-Straße 15,"94036",Neustift,C
Gartenstraße,304480001A,Gartenstraße 1A,"94036",Neustift,C
Martin-Seitz-Straße,"324840053",Martin-Seitz-Straße 53,"94036",Neustift,C
Max-Matheis-Straße,"306100014",Max-Matheis-Straße 14,"94036",Neustift,C
Martin-Seitz-Straße,324840029A,Martin-Seitz-Straße 29A,"94036",Neustift,C
Hans-Hösl-Straße,"331450017",Hans-Hösl-Straße 17,"94036",Heining,C
Hans-Hösl-Straße,"331450015",Hans-Hösl-Straße 15,"94036",Heining,C
Hans-Hösl-Straße,"331450013",Hans-Hösl-Straße 13,"94036",Heining,C
Alte Poststraße,303050079F,Alte Poststraße 79F,"94036",Rittsteig,C
Reinhard-Raffalt-Straße,"331120025",Reinhard-Raffalt-Straße 25,"94036",Rittsteig,C
Reinhard-Raffalt-Straße,"331120027",Reinhard-Raffalt-Straße 27,"94036",Rittsteig,C
Reinhard-Raffalt-Straße,"331120029",Reinhard-Raffalt-Straße 29,"94036",Rittsteig,C
Sperrwies,"331220001",Sperrwies 1,"94036",Neustift,C
Fürstenzeller Straße,"330600060",Fürstenzeller Straße 60,"94036",Neustift,C
Fürstenzeller Straße,330600035A,Fürstenzeller Straße 35A,"94036",Neustift,C
Fürstenzeller Straße,"330600035",Fürstenzeller Straße 35,"94036",Neustift,C
Brandweg,"303630019",Brandweg 19,"94036",Neustift,C
Fürstenzeller Straße,"330600037",Fürstenzeller Straße 37,"94036",Neustift,C
Brandweg,303630019A,Brandweg 19A,"94036",Neustift,C
Medienstraße,"323190012",Medienstraße 12,"94036",Neustift,C
Brandweg,"303630021",Brandweg 21,"94036",Neustift,C
Goldberg,"304590001",Goldberg 1,"94036",Heining,C
Neustifter Straße,"306350009",Neustifter Straße 9,"94036",Heining,C
Goldberg,"304590006",Goldberg 6,"94036",Heining,C
Goldberg,"304590012",Goldberg 12,"94036",Heining,C
Gartenstraße,"304480037",Gartenstraße 37,"94036",Neustift,C
Gartenstraße,"304480035",Gartenstraße 35,"94036",Neustift,C
Goldberg,"304590004",Goldberg 4,"94036",Heining,C
Neustifter Straße,"306350007",Neustifter Straße 7,"94036",Heining,C
Fischerstraße,"304270001",Fischerstraße 1,"94036",Heining,C
Heininger Straße,"304890002",Heininger Straße 2,"94036",Heining,C
Fischerstraße,"304270008",Fischerstraße 8,"94036",Heining,C
Heininger Straße,304890002B,Heininger Straße 2B,"94036",Heining,C
Heininger Straße,304890002A,Heininger Straße 2A,"94036",Heining,C
Heininger Straße,304890002G,Heininger Straße 2G,"94036",Heining,C
Heininger Straße,304890002C,Heininger Straße 2C,"94036",Heining,C
Heininger Straße,304890002D,Heininger Straße 2D,"94036",Heining,C
Heininger Straße,304890002E,Heininger Straße 2E,"94036",Heining,C
Gartenstraße,"304480030",Gartenstraße 30,"94036",Neustift,C
Heininger Straße,304890002F,Heininger Straße 2F,"94036",Heining,C
Anrichterstraße,"303300005",Anrichterstraße 5,"94036",Heining,C
Rittsteiger Straße,306940001C,Rittsteiger Straße 1C,"94036",Heining,C
Rittsteiger Straße,306940001B,Rittsteiger Straße 1B,"94036",Heining,C
Rittsteiger Straße,306940001A,Rittsteiger Straße 1A,"94036",Heining,C
Rittsteiger Straße,"306940001",Rittsteiger Straße 1,"94036",Heining,C
Rittsteiger Straße,306940001D,Rittsteiger Straße 1D,"94036",Heining,C
Rittsteiger Straße,306940001E,Rittsteiger Straße 1E,"94036",Heining,C
Rittsteiger Straße,306940001G,Rittsteiger Straße 1G,"94036",Heining,C
Rittsteiger Straße,306940001F,Rittsteiger Straße 1F,"94036",Heining,C
Fraunhoferstraße,"304330001",Fraunhoferstraße 1,"94036",Heining,C
Ganghoferstraße,"304460001",Ganghoferstraße 1,"94036",Heining,C
Ganghoferstraße,"304460003",Ganghoferstraße 3,"94036",Heining,C
Neustifter Straße,"306350006",Neustifter Straße 6,"94036",Heining,C
Neustifter Straße,306350014A,Neustifter Straße 14A,"94036",Heining,C
Goldberg,"304590020",Goldberg 20,"94036",Heining,C
Fraunhoferstraße,"304330003",Fraunhoferstraße 3,"94036",Heining,C
Fraunhoferstraße,"304330008",Fraunhoferstraße 8,"94036",Heining,C
Fraunhoferstraße,"304330009",Fraunhoferstraße 9,"94036",Heining,C
Fraunhoferstraße,"304330006",Fraunhoferstraße 6,"94036",Heining,C
Fraunhoferstraße,304330006A,Fraunhoferstraße 6A,"94036",Heining,C
Neustifter Straße,"306350002",Neustifter Straße 2,"94036",Heining,C
Fraunhoferstraße,"304330010",Fraunhoferstraße 10,"94036",Heining,C
Fraunhoferstraße,"304330007",Fraunhoferstraße 7,"94036",Heining,C
Neustifter Straße,"306350016",Neustifter Straße 16,"94036",Heining,C
Fraunhoferstraße,"304330004",Fraunhoferstraße 4,"94036",Heining,C
Neustifter Straße,"306350004",Neustifter Straße 4,"94036",Heining,C
Ganghoferstraße,"304460005",Ganghoferstraße 5,"94036",Heining,C
Pettenkoferstraße,306630006A,Pettenkoferstraße 6A,"94036",Heining,C
Pettenkoferstraße,"306630001",Pettenkoferstraße 1,"94036",Heining,C
Pettenkoferstraße,306630004A,Pettenkoferstraße 4A,"94036",Heining,C
Anrichterstraße,"303300002",Anrichterstraße 2,"94036",Heining,C
Fischerstraße,"304270002",Fischerstraße 2,"94036",Heining,C
Neustifter Straße,"306350008",Neustifter Straße 8,"94036",Heining,C
Hennebergerstraße,"304910011",Hennebergerstraße 11,"94036",Heining,C
Hennebergerstraße,304910007A,Hennebergerstraße 7A,"94036",Heining,C
Hennebergerstraße,"304910013",Hennebergerstraße 13,"94036",Heining,C
Heininger Straße,"304890005",Heininger Straße 5,"94036",Heining,C
Heininger Straße,"304890007",Heininger Straße 7,"94036",Heining,C
Hennebergerstraße,"304910009",Hennebergerstraße 9,"94036",Heining,C
Neustifter Straße,"306350013",Neustifter Straße 13,"94036",Heining,C
Hennebergerstraße,"304910007",Hennebergerstraße 7,"94036",Heining,C
Hennebergerstraße,304910011A,Hennebergerstraße 11A,"94036",Heining,C
Neustifter Straße,"306350015",Neustifter Straße 15,"94036",Heining,C
Neustifter Straße,"306350014",Neustifter Straße 14,"94036",Heining,C
Hennebergerstraße,304910003A,Hennebergerstraße 3A,"94036",Heining,C
Neustifter Straße,"306350017",Neustifter Straße 17,"94036",Heining,C
Heininger Straße,"304890004",Heininger Straße 4,"94036",Heining,C
Hennebergerstraße,304910005A,Hennebergerstraße 5A,"94036",Heining,C
Ganghoferstraße,304460017A,Ganghoferstraße 17A,"94036",Heining,C
Heininger Straße,"304890009",Heininger Straße 9,"94036",Heining,C
Goldberg,"304590009",Goldberg 9,"94036",Heining,C
Goldberg,"304590005",Goldberg 5,"94036",Heining,C
Goldberg,"304590003",Goldberg 3,"94036",Heining,C
Goldberg,"304590018",Goldberg 18,"94036",Heining,C
Goldberg,"304590007",Goldberg 7,"94036",Heining,C
Hennebergerstraße,"304910005",Hennebergerstraße 5,"94036",Heining,C
Hennebergerstraße,"304910003",Hennebergerstraße 3,"94036",Heining,C
Ganghoferstraße,304460002A,Ganghoferstraße 2A,"94036",Heining,C
Neustifter Straße,"306350012",Neustifter Straße 12,"94036",Heining,C
Ganghoferstraße,"304460009",Ganghoferstraße 9,"94036",Heining,C
Gartenstraße,"304480031",Gartenstraße 31,"94036",Neustift,C
Goldberg,"304590002",Goldberg 2,"94036",Heining,C
Neustifter Straße,"306350005",Neustifter Straße 5,"94036",Heining,C
Neustifter Straße,306350003B,Neustifter Straße 3B,"94036",Heining,C
Gartenstraße,"304480026",Gartenstraße 26,"94036",Neustift,C
Baumannstraße,"303410002",Baumannstraße 2,"94036",Neustift,C
Holzmannstraße,305100002A,Holzmannstraße 2A,"94036",Neustift,C
Baumannstraße,"303410004",Baumannstraße 4,"94036",Neustift,C
Martin-Seitz-Straße,"324840014",Martin-Seitz-Straße 14,"94036",Neustift,C
Holzmannstraße,"305100014",Holzmannstraße 14,"94036",Neustift,C
Martin-Seitz-Straße,"324840006",Martin-Seitz-Straße 6,"94036",Neustift,C
Gartenstraße,"304480022",Gartenstraße 22,"94036",Neustift,C
Holzmannstraße,"305100012",Holzmannstraße 12,"94036",Neustift,C
Holzmannstraße,305100028A,Holzmannstraße 28A,"94036",Neustift,C
Fischerstraße,"304270004",Fischerstraße 4,"94036",Heining,C
Ganghoferstraße,"304460004",Ganghoferstraße 4,"94036",Heining,C
Gartenstraße,"304480033",Gartenstraße 33,"94036",Neustift,C
Neustifter Straße,306350003A,Neustifter Straße 3A,"94036",Heining,C
Ganghoferstraße,"304460002",Ganghoferstraße 2,"94036",Heining,C
Fischerstraße,"304270003",Fischerstraße 3,"94036",Heining,C
Fischerstraße,"304270010",Fischerstraße 10,"94036",Heining,C
Heininger Straße,"304890001",Heininger Straße 1,"94036",Heining,C
Goldberg,"304590016",Goldberg 16,"94036",Heining,C
Goldberg,"304590014",Goldberg 14,"94036",Heining,C
Doblsteiner Weg,"303860001",Doblsteiner Weg 1,"94036",Heining,C
Goldberg,304590001A,Goldberg 1A,"94036",Heining,C
Heininger Straße,"304890003",Heininger Straße 3,"94036",Heining,C
Ganghoferstraße,"304460011",Ganghoferstraße 11,"94036",Heining,C
Doblsteiner Weg,"303860003",Doblsteiner Weg 3,"94036",Heining,C
Fischerstraße,"304270006",Fischerstraße 6,"94036",Heining,C
Goldberg,"304590008",Goldberg 8,"94036",Heining,C
Doblsteiner Weg,303860001A,Doblsteiner Weg 1A,"94036",Heining,C
Goldberg,"304590010",Goldberg 10,"94036",Heining,C
Baumannstraße,"303410021",Baumannstraße 21,"94036",Neustift,C
Baumannstraße,"303410017",Baumannstraße 17,"94036",Neustift,C
Heininger Straße,304890001A,Heininger Straße 1A,"94036",Heining,C
Baumannstraße,"303410019",Baumannstraße 19,"94036",Neustift,C
Baumannstraße,"303410013",Baumannstraße 13,"94036",Neustift,C
Baumannstraße,303410027A,Baumannstraße 27A,"94036",Neustift,C
Baumannstraße,"303410027",Baumannstraße 27,"94036",Neustift,C
Baumannstraße,"303410029",Baumannstraße 29,"94036",Neustift,C
Baumannstraße,"303410031",Baumannstraße 31,"94036",Neustift,C
Baumannstraße,"303410015",Baumannstraße 15,"94036",Neustift,C
Holzmannstraße,"305100007",Holzmannstraße 7,"94036",Neustift,C
Baumannstraße,303410013A,Baumannstraße 13A,"94036",Neustift,C
Baumannstraße,"303410023",Baumannstraße 23,"94036",Neustift,C
Baumannstraße,303410015A,Baumannstraße 15A,"94036",Neustift,C
Regensburger Straße,"306800104",Regensburger Straße 104,"94036",Heining,C
Baumannstraße,"303410025",Baumannstraße 25,"94036",Neustift,C
Holzmannstraße,"305100009",Holzmannstraße 9,"94036",Neustift,C
Gartenstraße,304480027C,Gartenstraße 27C,"94036",Neustift,C
Gartenstraße,"304480036",Gartenstraße 36,"94036",Neustift,C
Gartenstraße,304480027B,Gartenstraße 27B,"94036",Neustift,C
Gartenstraße,"304480032",Gartenstraße 32,"94036",Neustift,C
Martin-Seitz-Straße,"324840016",Martin-Seitz-Straße 16,"94036",Neustift,C
Gartenstraße,304480027A,Gartenstraße 27A,"94036",Neustift,C
Gartenstraße,304480041A,Gartenstraße 41A,"94036",Neustift,C
Gartenstraße,304480032A,Gartenstraße 32A,"94036",Neustift,C
Gartenstraße,"304480041",Gartenstraße 41,"94036",Neustift,C
Gartenstraße,"304480028",Gartenstraße 28,"94036",Neustift,C
Gartenstraße,304480032B,Gartenstraße 32B,"94036",Neustift,C
Gartenstraße,"304480024",Gartenstraße 24,"94036",Neustift,C
Baumannstraße,"303410001",Baumannstraße 1,"94036",Neustift,C
Gionstraße,"304530072",Gionstraße 72,"94036",Heining,C
Gionstraße,"304530066",Gionstraße 66,"94036",Heining,C
Gionstraße,"304530092",Gionstraße 92,"94036",Heining,C
Gionstraße,"304530080",Gionstraße 80,"94036",Heining,C
Gionstraße,"304530084",Gionstraße 84,"94036",Heining,C
Gionstraße,"304530082",Gionstraße 82,"94036",Heining,C
Gionstraße,"304530090",Gionstraße 90,"94036",Heining,C
Gartenstraße,"304480039",Gartenstraße 39,"94036",Neustift,C
Alte Poststraße,303050022A,Alte Poststraße 22A,"94036",Neustift,C
Holzmannstraße,"305100001",Holzmannstraße 1,"94036",Neustift,C
Alte Poststraße,"303050022",Alte Poststraße 22,"94036",Neustift,C
Alte Poststraße,303050020A,Alte Poststraße 20A,"94036",Neustift,C
Alte Poststraße,"303050020",Alte Poststraße 20,"94036",Neustift,C
Martin-Seitz-Straße,"324840039",Martin-Seitz-Straße 39,"94036",Neustift,C
Max-Matheis-Straße,"306100037",Max-Matheis-Straße 37,"94036",Neustift,C
Holzmannstraße,"305100003",Holzmannstraße 3,"94036",Neustift,C
Martin-Seitz-Straße,"324840037",Martin-Seitz-Straße 37,"94036",Neustift,C
Holzmannstraße,"305100006",Holzmannstraße 6,"94036",Neustift,C
Holzmannstraße,"305100002",Holzmannstraße 2,"94036",Neustift,C
Holzmannstraße,"305100005",Holzmannstraße 5,"94036",Neustift,C
Holzmannstraße,"305100013",Holzmannstraße 13,"94036",Neustift,C
Holzmannstraße,"305100004",Holzmannstraße 4,"94036",Neustift,C
Holzmannstraße,"305100010",Holzmannstraße 10,"94036",Neustift,C
Max-Matheis-Straße,"306100041",Max-Matheis-Straße 41,"94036",Neustift,C
Holzmannstraße,"305100019",Holzmannstraße 19,"94036",Neustift,C
Holzmannstraße,"305100017",Holzmannstraße 17,"94036",Neustift,C
Max-Matheis-Straße,"306100039",Max-Matheis-Straße 39,"94036",Neustift,C
Max-Matheis-Straße,"306100047",Max-Matheis-Straße 47,"94036",Neustift,C
Max-Matheis-Straße,"306100049",Max-Matheis-Straße 49,"94036",Neustift,C
Holzmannstraße,"305100015",Holzmannstraße 15,"94036",Neustift,C
Martin-Seitz-Straße,"324840041",Martin-Seitz-Straße 41,"94036",Neustift,C
Martin-Seitz-Straße,"324840031",Martin-Seitz-Straße 31,"94036",Neustift,C
Holzmannstraße,"305100016",Holzmannstraße 16,"94036",Neustift,C
Holzmannstraße,"305100022",Holzmannstraße 22,"94036",Neustift,C
Martin-Seitz-Straße,"324840035",Martin-Seitz-Straße 35,"94036",Neustift,C
Holzmannstraße,"305100032",Holzmannstraße 32,"94036",Neustift,C
Holzmannstraße,"305100034",Holzmannstraße 34,"94036",Neustift,C
Holzmannstraße,"305100023",Holzmannstraße 23,"94036",Neustift,C
Holzmannstraße,"305100027",Holzmannstraße 27,"94036",Neustift,C
Martin-Seitz-Straße,"324840033",Martin-Seitz-Straße 33,"94036",Neustift,C
Martin-Seitz-Straße,"324840043",Martin-Seitz-Straße 43,"94036",Neustift,C
Richterstraße,"306910002",Richterstraße 2,"94036",Neustift,C
Alte Poststraße,"303050014",Alte Poststraße 14,"94036",Neustift,C
Holzmannstraße,"305100040",Holzmannstraße 40,"94036",Neustift,C
Alte Poststraße,"303050018",Alte Poststraße 18,"94036",Neustift,C
Alte Poststraße,"303050012",Alte Poststraße 12,"94036",Neustift,C
Alte Poststraße,"303050016",Alte Poststraße 16,"94036",Neustift,C
Alte Poststraße,"303050026",Alte Poststraße 26,"94036",Neustift,C
Königschaldinger Straße,"330840044",Königschaldinger Straße 44,"94036",Rittsteig,C
Alte Poststraße,303050088A,Alte Poststraße 88A,"94036",Rittsteig,C
Waidgasse,"307870003",Waidgasse 3,"94036",Rittsteig,C
Waidgasse,"307870007",Waidgasse 7,"94036",Rittsteig,C
Waidgasse,307870001A,Waidgasse 1A,"94036",Rittsteig,C
Waidgasse,"307870001",Waidgasse 1,"94036",Rittsteig,C
Alte Poststraße,"303050088",Alte Poststraße 88,"94036",Rittsteig,C
Gionstraße,"304530104",Gionstraße 104,"94036",Heining,C
Carossastraße,"303800072",Carossastraße 72,"94036",Heining,C
Waidgasse,"307870002",Waidgasse 2,"94036",Rittsteig,C
Gionstraße,"304530100",Gionstraße 100,"94036",Heining,C
Gionstraße,304530102A,Gionstraße 102A,"94036",Heining,C
Gionstraße,"304530102",Gionstraße 102,"94036",Heining,C
Gionstraße,304530096A,Gionstraße 96A,"94036",Heining,C
Gionstraße,"304530094",Gionstraße 94,"94036",Heining,C
Gionstraße,"304530098",Gionstraße 98,"94036",Heining,C
Gionstraße,"304530096",Gionstraße 96,"94036",Heining,C
Gionstraße,"304530074",Gionstraße 74,"94036",Heining,C
Gionstraße,"304530078",Gionstraße 78,"94036",Heining,C
Gionstraße,"304530076",Gionstraße 76,"94036",Heining,C
Gionstraße,"304530068",Gionstraße 68,"94036",Heining,C
Stallerweg,307500002B,Stallerweg 2B,"94036",Neustift,C
Stallerweg,"307500008",Stallerweg 8,"94036",Neustift,C
Stallerweg,"307500003",Stallerweg 3,"94036",Neustift,C
Königschaldinger Straße,"330840032",Königschaldinger Straße 32,"94036",Schalding r.d.D.,C
Hofingerweg,"305040008",Hofingerweg 8,"94036",Schalding r.d.D.,C
Hofingerweg,305040006A,Hofingerweg 6A,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840034",Königschaldinger Straße 34,"94036",Schalding r.d.D.,C
Waidgasse,"307870006",Waidgasse 6,"94036",Rittsteig,C
Königschaldinger Straße,"330840061",Königschaldinger Straße 61,"94036",Rittsteig,C
Prügelweg,"306720001",Prügelweg 1,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840051",Königschaldinger Straße 51,"94036",Rittsteig,C
Einöder Straße,304110001A,Einöder Straße 1A,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840042",Königschaldinger Straße 42,"94036",Rittsteig,C
Königschaldinger Straße,330840042B,Königschaldinger Straße 42B,"94036",Rittsteig,C
Bibereckerweg,"330240006",Bibereckerweg 6,"94036",Schalding r.d.D.,C
Königschaldinger Straße,330840042A,Königschaldinger Straße 42A,"94036",Rittsteig,C
Bibereckerweg,"330240008",Bibereckerweg 8,"94036",Schalding r.d.D.,C
Königschaldinger Straße,330840042C,Königschaldinger Straße 42C,"94036",Rittsteig,C
Prügelweg,"306720002",Prügelweg 2,"94036",Schalding r.d.D.,C
Bibereckerweg,"330240002",Bibereckerweg 2,"94036",Schalding r.d.D.,C
Bibereckerweg,"330240004",Bibereckerweg 4,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840067",Königschaldinger Straße 67,"94036",Rittsteig,C
Prügelweg,306720003A,Prügelweg 3A,"94036",Schalding r.d.D.,C
Prügelweg,"306720003",Prügelweg 3,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840047",Königschaldinger Straße 47,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840040",Königschaldinger Straße 40,"94036",Rittsteig,C
Königschaldinger Straße,"330840035",Königschaldinger Straße 35,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840045",Königschaldinger Straße 45,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840043",Königschaldinger Straße 43,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840041",Königschaldinger Straße 41,"94036",Schalding r.d.D.,C
Hofingerweg,"305040006",Hofingerweg 6,"94036",Schalding r.d.D.,C
Hofingerweg,"305040004",Hofingerweg 4,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840033",Königschaldinger Straße 33,"94036",Schalding r.d.D.,C
Königschaldinger Straße,"330840031",Königschaldinger Straße 31,"94036",Schalding r.d.D.,C
Bibereckerweg,"330240038",Bibereckerweg 38,"94036",Schalding r.d.D.,C
Bibereckerweg,"330240036",Bibereckerweg 36,"94036",Schalding r.d.D.,C
Alte Poststraße,"303050089",Alte Poststraße 89,"94036",Rittsteig,C
Alte Poststraße,303050063B,Alte Poststraße 63B,"94036",Neustift,C
Alte Poststraße,"303050045",Alte Poststraße 45,"94036",Neustift,C
Königschaldinger Straße,"330840058",Königschaldinger Straße 58,"94036",Rittsteig,C
Alte Poststraße,"303050091",Alte Poststraße 91,"94036",Rittsteig,C
Fürstenzeller Straße,330600032C,Fürstenzeller Straße 32C,"94036",Neustift,C
Königschaldinger Straße,"330840060",Königschaldinger Straße 60,"94036",Rittsteig,C
Fürstenzeller Straße,330600032A,Fürstenzeller Straße 32A,"94036",Neustift,C
Richterstraße,306910004A,Richterstraße 4A,"94036",Neustift,C
Stallerweg,307500004A,Stallerweg 4A,"94036",Neustift,C
Fürstenzeller Straße,330600034D,Fürstenzeller Straße 34D,"94036",Neustift,C
Richterstraße,"306910006",Richterstraße 6,"94036",Neustift,C
Alte Poststraße,"303050059",Alte Poststraße 59,"94036",Neustift,C
Alte Poststraße,"303050061",Alte Poststraße 61,"94036",Neustift,C
Stallerweg,307500008A,Stallerweg 8A,"94036",Neustift,C
Stallerweg,"307500012",Stallerweg 12,"94036",Neustift,C
Stallerweg,"307500005",Stallerweg 5,"94036",Neustift,C
Stallerweg,"307500001",Stallerweg 1,"94036",Neustift,C
Scherlweg,"307130004",Scherlweg 4,"94036",Rittsteig,C
